sh,a,rh,x,wavelength,absorption
35.0,100.0,13.0,150.0,279.95520716685,0.90824482349457
35.0,100.0,13.0,150.0,280.32143524575,0.90842332756258
35.0,100.0,13.0,150.0,280.68862275449,0.90860184252149
35.0,100.0,13.0,150.0,281.05677346824,0.9087803658501
35.0,100.0,13.0,150.0,281.42589118199,0.9089588949722
35.0,100.0,13.0,150.0,281.79597971069,0.90913742725578
35.0,100.0,13.0,150.0,282.16704288939,0.90931596001229
35.0,100.0,13.0,150.0,282.53908457337,0.90949449049589
35.0,100.0,13.0,150.0,282.91210863825,0.90967301590263
35.0,100.0,13.0,150.0,283.28611898017,0.90985153336973
35.0,100.0,13.0,150.0,283.66111951588,0.91003003997479
35.0,100.0,13.0,150.0,284.03711418292,0.91020853273502
35.0,100.0,13.0,150.0,284.4141069397,0.91038700860647
35.0,100.0,13.0,150.0,284.79210176571,0.91056546448326
35.0,100.0,13.0,150.0,285.1711026616,0.9107438971968
35.0,100.0,13.0,150.0,285.55111364934,0.91092230351502
35.0,100.0,13.0,150.0,285.9321387724,0.91110068014161
35.0,100.0,13.0,150.0,286.31418209582,0.91127902371519
35.0,100.0,13.0,150.0,286.69724770642,0.91145733080861
35.0,100.0,13.0,150.0,287.08133971292,0.9116355979281
35.0,100.0,13.0,150.0,287.46646224607,0.91181382151253
35.0,100.0,13.0,150.0,287.85261945884,0.91199199793262
35.0,100.0,13.0,150.0,288.23981552652,0.91217012349017
35.0,100.0,13.0,150.0,288.62805464691,0.91234819441725
35.0,100.0,13.0,150.0,289.01734104046,0.91252620687547
35.0,100.0,13.0,150.0,289.40767895041,0.91270415695515
35.0,100.0,13.0,150.0,289.79907264297,0.91288204067453
35.0,100.0,13.0,150.0,290.19152640743,0.91305985397906
35.0,100.0,13.0,150.0,290.58504455637,0.91323759274054
35.0,100.0,13.0,150.0,290.9796314258,0.91341525275637
35.0,100.0,13.0,150.0,291.37529137529,0.91359282974877
35.0,100.0,13.0,150.0,291.77202878817,0.91377031936401
35.0,100.0,13.0,150.0,292.16984807168,0.91394771717158
35.0,100.0,13.0,150.0,292.56875365711,0.91412501866347
35.0,100.0,13.0,150.0,292.96875,0.91430221925335
35.0,100.0,13.0,150.0,293.36984158029,0.91447931427578
35.0,100.0,13.0,150.0,293.77203290247,0.91465629898549
35.0,100.0,13.0,150.0,294.17532849578,0.91483316855651
35.0,100.0,13.0,150.0,294.57973291438,0.9150099180815
35.0,100.0,13.0,150.0,294.98525073746,0.91518654257086
35.0,100.0,13.0,150.0,295.39188656952,0.91536303695207
35.0,100.0,13.0,150.0,295.79964504043,0.9155393960688
35.0,100.0,13.0,150.0,296.20853080569,0.91571561468024
35.0,100.0,13.0,150.0,296.61854854657,0.91589168746026
35.0,100.0,13.0,150.0,297.0297029703,0.91606760899667
35.0,100.0,13.0,150.0,297.44199881023,0.91624337379045
35.0,100.0,13.0,150.0,297.85544082605,0.91641897625501
35.0,100.0,13.0,150.0,298.27003380394,0.91659441071535
35.0,100.0,13.0,150.0,298.68578255675,0.9167696714074
35.0,100.0,13.0,150.0,299.10269192423,0.91694475247719
35.0,100.0,13.0,150.0,299.52076677316,0.91711964798014
35.0,100.0,13.0,150.0,299.9400119976,0.91729435188029
35.0,100.0,13.0,150.0,300.36043251902,0.91746885804954
35.0,100.0,13.0,150.0,300.78203328654,0.91764316026693
35.0,100.0,13.0,150.0,301.20481927711,0.91781725221791
35.0,100.0,13.0,150.0,301.62879549568,0.91799112749357
35.0,100.0,13.0,150.0,302.05396697543,0.91816477958992
35.0,100.0,13.0,150.0,302.48033877798,0.91833820190718
35.0,100.0,13.0,150.0,302.90791599354,0.91851138774905
35.0,100.0,13.0,150.0,303.33670374115,0.91868433032199
35.0,100.0,13.0,150.0,303.76670716889,0.91885702273449
35.0,100.0,13.0,150.0,304.19793145407,0.91902945799641
35.0,100.0,13.0,150.0,304.63038180341,0.91920162901825
35.0,100.0,13.0,150.0,305.06406345333,0.91937352861044
35.0,100.0,13.0,150.0,305.49898167006,0.9195451494827
35.0,100.0,13.0,150.0,305.93514174995,0.91971648424331
35.0,100.0,13.0,150.0,306.37254901961,0.91988752539849
35.0,100.0,13.0,150.0,306.81120883616,0.92005826535167
35.0,100.0,13.0,150.0,307.25112658746,0.92022869640289
35.0,100.0,13.0,150.0,307.69230769231,0.92039881074813
35.0,100.0,13.0,150.0,308.13475760066,0.92056860047865
35.0,100.0,13.0,150.0,308.57848179387,0.92073805758039
35.0,100.0,13.0,150.0,309.02348578492,0.92090717393333
35.0,100.0,13.0,150.0,309.46977511863,0.92107594131087
35.0,100.0,13.0,150.0,309.9173553719,0.92124435137925
35.0,100.0,13.0,150.0,310.36623215394,0.92141239569693
35.0,100.0,13.0,150.0,310.81641110651,0.92158006571404
35.0,100.0,13.0,150.0,311.26789790413,0.92174735277177
35.0,100.0,13.0,150.0,311.72069825436,0.92191424810185
35.0,100.0,13.0,150.0,312.17481789802,0.92208074282598
35.0,100.0,13.0,150.0,312.63026260942,0.9222468279553
35.0,100.0,13.0,150.0,313.08703819662,0.92241249438989
35.0,100.0,13.0,150.0,313.54515050167,0.92257773291823
35.0,100.0,13.0,150.0,314.00460540088,0.92274253421673
35.0,100.0,13.0,150.0,314.46540880503,0.92290688884924
35.0,100.0,13.0,150.0,314.92756665967,0.9230707872666
35.0,100.0,13.0,150.0,315.39108494533,0.92323421980617
35.0,100.0,13.0,150.0,315.85596967783,0.92339717669143
35.0,100.0,13.0,150.0,316.32222690848,0.92355964803154
35.0,100.0,13.0,150.0,316.78986272439,0.92372162382096
35.0,100.0,13.0,150.0,317.25888324873,0.92388309393906
35.0,100.0,13.0,150.0,317.72929464097,0.92404404814976
35.0,100.0,13.0,150.0,318.20110309716,0.92420447610118
35.0,100.0,13.0,150.0,318.67431485022,0.92436436732535
35.0,100.0,13.0,150.0,319.14893617021,0.92452371123786
